device,device_type
389352-695034,Tablet
719150-379070,Tablet
562144-684047,Tablet
592250-300020,Computer
941461-246085,Game
246185-596095,TV
521003-574007,TV
252425-685081,Game
942295-608053,Other
653348-661105,Phone
484251-157099,Game
280350-204008,Phone
764253-710080,Tablet
105104-196100,Game
429254-226012,TV
171363-432104,Phone
108148-475055,Computer
726070-573091,TV
792374-137020,Tablet
946227-592085,TV
577136-307055,TV
748483-699057,Other
304066-402014,Phone
934037-680034,TV
984432-665017,Computer
537340-542090,Computer
469310-313048,Computer
853289-189079,Computer
902517-455039,Game
192225-179086,Other
902214-609057,TV
669087-114028,Tablet
974476-408095,TV
417436-292071,Other
533028-139024,TV
123389-114036,Other
133361-405027,Computer
722273-177106,Computer
767349-527028,Computer
329115-679018,Phone
815222-472075,TV
899022-141042,Computer
994389-409001,Phone
717219-319065,Computer
522333-112075,Game
773364-256044,Other
150065-266085,Phone
830542-193040,TV
950173-199010,Phone
263075-350016,TV
104039-385067,Phone
037075-637108,Tablet
418474-296050,Computer
328211-226003,TV
860089-266093,Game
885041-164045,Game
380092-698048,Game
148151-544072,Tablet
010038-331110,Computer
776382-568075,TV
278226-451061,Tablet
363311-367063,Tablet
384117-600067,Other
538266-718052,TV
825381-507106,Computer
407397-772004,Game
519304-527040,Tablet
215095-218070,Tablet
183274-717097,Tablet
790381-465063,Computer
109358-146023,Game
034289-599013,Other
588531-773076,Computer
156073-681096,Phone
883518-629014,Tablet
602470-253011,TV
184202-167017,Game
410424-230008,Phone
354099-145029,Other
553258-242006,Tablet
204037-413078,TV
482200-471076,Computer
606245-682022,Other
145552-324027,TV
533448-666110,Game
290095-337027,Phone
311380-516107,Other
492319-150046,TV
922339-278030,Other
807467-337105,Game
353201-600103,Other
858206-613097,Phone
808276-633023,TV
268045-458000,Phone
377546-586109,Computer
021506-260059,Tablet
042415-196071,Other
446253-520093,TV
010547-579091,TV
449386-358056,Phone
911417-742099,Other
135027-342058,Computer
053396-146063,Tablet
138009-272082,Tablet
708143-353041,Other
375526-636049,Phone
780217-182074,Tablet
690456-650069,Tablet
021535-366018,Game
659078-471095,Computer
468262-302008,Phone
564371-173002,Phone
569221-583047,Phone
526448-248006,Phone
577459-122021,Other
668200-719103,Game
760208-719081,TV
452082-285042,TV
625157-507107,Game
571287-339035,Computer
533507-337029,Game
296176-484071,TV
867406-502047,TV
839193-461061,Other
221112-749110,Game
419497-437049,Computer
160129-716070,TV
315523-293057,Game
391005-646058,Phone
346537-770042,Game
123316-755047,TV
411246-278046,TV
338331-464017,Phone
278323-323057,Phone
516149-182020,Tablet
176179-185086,Phone
956077-756000,Computer
897473-120079,Computer
365360-539080,Game
166073-676053,Computer
668480-731053,Game
286105-153081,Phone
675481-747083,Game
714338-143078,Other
099541-400071,Game
960376-325029,Game
522162-327007,TV
795486-775003,Tablet
436542-329025,Phone
823271-285047,Phone
522225-544072,Other
387523-487033,Phone
566165-126101,Tablet
001152-588040,Tablet
282351-620033,Computer
183252-203016,Other
423524-141076,Phone
109260-421083,Other
162478-413054,Phone
928130-351061,TV
706039-724068,Game
416004-743061,Tablet
553361-523103,TV
296078-419042,TV
856311-207069,Tablet
135229-511021,TV
054274-457051,Game
880060-552053,Game
017492-534031,Tablet
487471-635012,Tablet
957383-666025,Game
470491-580037,TV
771289-223029,Phone
284477-202033,Other
050125-350007,Computer
993184-195081,Computer
316468-687021,Phone
483041-586047,Phone
535005-633096,Other
273454-457065,Other
653253-501088,Tablet
486400-249069,Phone
855070-335102,Phone
268109-459009,Game
154440-242097,TV
914071-716013,Phone
713361-362095,Phone
748378-539054,Tablet
476002-493026,Computer
370298-255014,Game
573340-562085,Game
213541-761051,Phone
408210-557070,Other
535200-610096,Computer
426058-152039,Tablet
514128-753046,Other
156024-496001,Other
975392-349020,Phone
113040-608090,Computer
959118-128056,Phone
396166-660018,Computer
875087-153078,Tablet
283529-125086,Phone
646078-129019,Phone
718417-226009,Game
570424-484092,TV
904291-353086,Tablet
427141-365038,Game
952416-533052,TV
312009-489096,Phone
767174-259090,Computer
535034-176069,Game
458125-143007,Tablet
779343-666094,TV
289449-419066,Computer
905286-491068,Phone
105041-408052,Computer
746062-588006,Computer
028264-636099,TV
121343-339064,Computer
116547-442035,Other
620500-320033,Other
236279-459066,TV
664097-424044,Game
166461-725052,Phone
989414-703026,TV
397470-120025,Other
513132-493110,Game
809425-455028,Other
118245-336110,Computer
522414-245050,Other
352052-125016,Phone
933483-323032,Other
751375-390093,Phone
930062-426105,Game
895352-705108,Game
020496-153046,Other
170505-311057,TV
830185-465108,Tablet
076500-176021,Game
023432-502075,Tablet
663044-661071,Other
689481-659052,Computer
205085-728098,Computer
370180-272097,Other
585191-542061,Tablet
796362-160008,Other
424375-497003,TV
508197-594049,TV
913236-371099,TV
060334-406058,Phone
325398-364033,Game
778068-340029,Computer
930528-139096,Other
600040-489036,Tablet
925174-632006,Computer
009392-684019,Other
771162-716067,Phone
861409-553061,Phone
115133-155110,Other
328226-756075,Game
956464-715100,Phone
095483-148046,Computer
389446-557009,Phone
062191-702075,Tablet
586196-579097,Game
914418-585066,Other
710305-352088,Game
689465-580001,Computer
882449-767046,Game
607199-648051,Other
121214-293003,Tablet
471550-113064,Computer
760096-248102,Computer
590039-159092,Computer
568148-121090,TV
262255-220017,Game
762132-704003,Game
612433-440014,Computer
742283-453066,Phone
110183-370029,Game
040089-616004,Other
137367-212040,TV
864341-467097,Tablet
186321-385011,Other
807182-224105,Computer
792175-457061,Phone
677272-337099,Tablet
028456-451004,Phone
977099-337061,Phone
310181-736060,Game
326037-552012,Other
110255-233075,Game
528173-678024,TV
673001-336067,Other
659314-654060,Tablet
982123-733037,Tablet
914428-365044,Other
723539-377059,Game
995203-655062,Computer
521147-262048,Tablet
816390-183065,Phone
162038-491038,Other
843217-322094,Game
291124-588005,Tablet
650364-323030,Computer
832220-243000,Computer
388253-607075,Other
003229-593045,Other
799279-205035,TV
622133-586065,Phone
227213-599020,Other
375263-314030,Other
697229-567097,TV
178165-682096,Phone
611058-570054,Tablet
405025-154082,Phone
871385-267060,Computer
809133-504106,Other
732523-686091,TV
506411-375109,TV
964281-218042,TV
132383-520071,Tablet
996170-765097,Other
281082-456014,Game
920148-582064,Tablet
014546-237062,Game
734388-409038,Other
758083-734089,TV
670414-244058,Tablet
327289-703039,Game
410330-352019,Phone
171549-761019,Other
023436-396109,Game
375474-346020,TV
928202-465001,TV
178106-379000,Computer
520332-287025,Phone
470306-315068,Tablet
957451-569005,Phone
255322-269087,Tablet
540102-652019,Other
382277-592088,Tablet
286535-744051,Phone
900405-508085,Tablet
109486-228050,Game
463425-231042,Tablet
447117-236043,Computer
479163-744066,Other
549382-152079,Game
751256-166063,Game
743185-664036,Computer
334135-342074,Computer
868511-366094,TV
987479-545070,Game
288017-759067,Computer
649324-433003,Computer
650327-691101,Computer
864472-617012,Game
549127-330050,TV
828282-701091,Computer
120465-413073,Phone
004510-142033,Computer
401129-349014,Game
725481-744021,Phone
385206-534048,Phone
985377-127000,Phone
112029-662089,Game
918224-136086,Phone
504540-152061,TV
667296-138086,Phone
511370-227086,TV
395055-521078,TV
668286-498040,Phone
540327-616038,TV
882300-136090,TV
921451-426103,Computer
572101-530015,Phone
240312-722075,Tablet
866178-225057,Computer
386051-617029,Phone
939082-158060,Computer
715515-658072,Computer
214210-458033,Game
120345-725035,Computer
273305-242066,Computer
540299-122076,Other
072245-644037,Other
903348-353063,Computer
501064-761071,Game
988490-511067,Other
270241-333092,Computer
055033-264107,Game
515085-383018,TV
183088-398040,Tablet
972265-353068,TV
820357-529022,Game
400127-590071,TV
830089-726089,Other
935421-525032,Computer
630379-377094,Phone
484002-751027,TV
704484-504087,TV
554499-384014,TV
412540-722020,Tablet
910386-343060,Game
250485-413071,Phone
247398-359100,Computer
796180-389048,Computer
281512-302042,Game
998272-396053,TV
941221-174016,TV
191322-344059,Phone
025511-577068,Other
214210-526043,Game
801434-644003,Phone
589005-526059,Game
867101-465076,Phone
275330-639090,Phone
934347-582083,Game
542380-114052,Phone
733027-375083,Tablet
068061-673020,TV
774271-470055,Game
157251-396033,Computer
717537-668003,Phone
638451-197094,Phone
155080-229084,Tablet
395230-384058,Other
785161-648035,Phone
412322-127102,Computer
451099-318008,TV
491367-193059,Game
433399-670040,TV
058459-316085,Phone
633018-279082,TV
088433-612055,TV
923445-224087,Computer
097072-764065,Tablet
236111-474028,Phone
705026-130079,Computer
536133-570107,Tablet
164246-120044,Game
751214-339099,Game
549096-150063,Computer
699067-238096,Phone
268524-146001,Tablet
361384-528072,Game
084335-724026,Game
090463-228095,Tablet
209376-298071,Other
494445-447001,TV
565027-707006,Other
341133-205046,Computer
034456-756007,Other
556123-193037,Other
096302-167072,Phone
736142-222107,Tablet
057490-551106,Computer
365348-577045,Computer
475150-165023,Game
069499-696095,TV
420510-516049,TV
179319-606057,TV
332339-156031,Other
046334-515048,Tablet
868089-752017,Computer
793300-479102,Tablet
525141-635070,Computer
053534-351040,Other
644273-439023,Game
432054-525096,Game
018315-301065,Computer
211231-248023,Other
299435-176012,Other
509051-422108,TV
844406-675027,Phone
513020-465056,Tablet
338269-279086,Other
745527-608059,Other
892329-193071,Computer
827209-517025,Other
090281-762025,Computer
071210-219066,Game
828041-255099,Other
747279-502087,Tablet
705363-135101,Game
103183-562084,Game
131050-324065,Game
032518-551004,Tablet
046444-205010,Game
826197-702054,Game
155226-714023,Game
910155-372095,Computer
342243-487021,Computer
158263-406071,Tablet
077402-456036,Computer
132140-375101,Game
461338-678015,Computer
124387-567048,Game
005522-309080,Phone
272117-276096,Tablet
852279-486085,Tablet
884121-129063,Other
298174-676047,Computer
848287-224084,Phone
827495-589106,Other
132323-255044,Phone
016003-341100,Phone
167139-341059,Game
252095-441024,Computer
055044-520053,Tablet
786193-754089,Game
932384-506087,Computer
072228-170076,Phone
603195-436042,TV
997035-137024,Game
663173-113085,Computer
956225-373036,Game
876417-697018,Computer
550362-113072,Other
540273-210029,Game
578212-256018,Game
799365-571092,Computer
441546-175013,TV
459070-112037,Game
296358-570028,TV
906416-313106,Tablet
475231-757077,Phone
385063-187107,Phone
318227-215067,Phone
940453-183026,Game
519412-553070,Tablet
141445-661043,Tablet
301349-316006,Computer
285173-678034,TV
686423-362067,Phone
561332-606110,Computer
368463-207048,Computer
607049-536026,Game
608191-522006,Computer
494338-452051,Tablet
114389-662106,Phone
611394-112097,TV
487268-304095,Tablet
853381-299021,Other
145101-378014,Other
654023-332097,Phone
634494-475055,Other
962162-191066,TV
002413-272026,Tablet
864427-514015,TV
461323-194031,TV
227443-573045,Game
660512-624016,TV
106149-277058,Phone
376431-626095,Phone
504500-474077,Game
819490-421033,TV
043037-452079,Computer
324209-478064,Other
719074-476011,Tablet
185097-388101,Computer
112021-485076,Other
048011-172106,TV
612476-704036,Tablet
627048-760058,Game
649535-251079,Computer
699131-607105,Phone
829375-363060,Game
011415-648042,Game
267164-463044,Game
088381-716003,Computer
701506-543087,TV
085147-748055,Phone
991431-542070,Other
962059-740042,Game
047174-443051,Phone
887542-457034,Tablet
915342-118083,Phone
572095-692070,Other
269006-254065,Computer
239164-771107,Game
888301-756061,Computer
840533-529042,Phone
602386-246088,Phone
982469-546092,Other
454263-762104,Computer
061143-436097,TV
110309-407024,Other
146411-203050,TV
016222-527063,Tablet
071459-725103,Other
463276-763020,Tablet
770066-390067,Computer
862379-336005,TV
144442-763022,Computer
496324-413092,Tablet
799129-667036,Phone
867478-416059,Computer
187397-605038,TV
996314-389035,Other
721108-582083,Phone
798148-186100,TV
356511-754090,Other
680114-616071,Tablet
312489-143042,TV
343106-406047,Tablet
246118-132055,Tablet
516348-215067,Computer
548280-198075,Phone
864191-570101,Computer
692500-144007,TV
811507-172057,Other
483153-350090,Computer
748332-124039,Tablet
603235-314056,Computer
143440-638029,Computer
073029-527052,Phone
811069-383081,TV
773391-318003,Game
275494-276050,Tablet
542135-748087,Other
977315-242039,TV
872300-708109,Game
709115-587088,Tablet
706552-347099,TV
552067-585045,Phone
275260-355008,Tablet
541277-536003,TV
842162-664091,Phone
760067-533103,Phone
201367-678019,Tablet
345384-358008,Game
138003-532063,Game
158005-442052,Phone
481350-276006,TV
061331-774079,Tablet
063409-297048,Tablet
304521-631099,Phone
495187-393011,Game
819269-464033,Computer
864006-649067,Phone
860142-559037,TV
068058-381056,Phone
942553-599093,Phone
992266-506063,Game
177048-599105,TV
593547-308024,Other
752238-718043,Phone
790032-727079,Phone
527493-542071,TV
980401-393024,Game
724014-596061,Computer
500283-550030,Computer
893263-361081,TV
981152-401082,Game
984360-308107,Computer
962496-186017,Tablet
790348-428065,Phone
200500-664017,Game
424236-761110,Phone
713351-622067,Other
938353-506015,Computer
463200-260075,Phone
340002-565003,TV
019147-565040,Tablet
374225-301074,Computer
505449-361053,Computer
446172-494065,Tablet
161466-506094,Other
553412-362087,Game
354329-331077,Game
543130-358018,Other
726322-719075,Tablet
848138-636051,Phone
362379-429038,TV
029300-706049,Other
787190-262070,Tablet
950552-462036,Other
935133-281002,Other
492130-327101,Computer
936252-487083,TV
222477-737106,Other
651122-219054,TV
809546-529034,Phone
013310-209100,Computer
245169-221072,Game
288021-638014,Computer
695451-647100,TV
536421-252055,Tablet
838043-147009,Other
759456-578039,TV
236282-482040,Game
707292-750080,Computer
535546-663097,TV
794260-730012,TV
865348-122095,Other
654391-726108,Computer
561117-707062,Game
228231-417101,Tablet
980405-434010,Game
691514-346084,Computer
018327-204096,Game
171547-610096,Phone
031046-668053,TV
543349-570093,Computer
726091-716068,Tablet
409041-460043,Tablet
186506-362041,Computer
374122-417071,Phone
479104-143099,Tablet
461300-262054,Game
535476-413008,TV
189344-367011,Tablet
151373-116069,TV
977304-673107,Other
419257-323053,Phone
519412-605059,TV
168020-258107,Tablet
360495-192057,Phone
554207-151097,Game
730544-776045,Game
780389-422076,Tablet
845241-729041,Other
511368-445080,TV
719230-756034,Tablet
643271-636100,TV
425010-771103,Phone
016466-444028,Other
989515-533061,Tablet
763373-665079,Computer
445273-457004,Tablet
189459-177108,Other
951361-415089,Game
788195-743001,Game
323206-296050,Tablet
432198-385004,TV
063082-763073,Phone
598112-285017,Phone
794009-415038,Game
608390-166092,Phone
655142-515009,Other
357194-663061,Tablet
336255-206072,Tablet
318352-619047,Computer
376268-351081,Other
386009-750088,Game
379181-237003,Game
395209-219052,Other
370242-261082,Tablet
012068-464072,Game
118520-259107,Tablet
726028-759070,Phone
585334-680016,Game
836331-520109,Computer
322086-344064,Tablet
106097-346073,Phone
471129-223030,Other
698386-770098,Other
900415-269029,Other
938217-342088,Game
325312-473076,Game
260192-579073,Computer
388244-148098,Phone
143312-269085,Game
685507-509013,TV
153364-610068,Game
148436-399041,Tablet
650076-491054,Tablet
289131-142023,Tablet
030532-490003,Game
493184-701089,Phone
967126-288029,Tablet
722397-599034,Tablet
134346-208066,Tablet
413092-290054,Game
094152-220098,Phone
756144-449071,Other
727191-307073,Phone
797371-526075,Phone
131123-712105,Phone
806237-697020,TV
927315-737082,Tablet
284098-260006,Other
651385-733044,TV
199059-222069,TV
524052-561038,Phone
020093-140079,Phone
462109-286007,TV
598047-398095,Tablet
017129-595028,Computer
019162-271083,TV
647429-151048,Other
719357-239008,TV
917531-590066,Other
482359-432101,Other
388207-322079,Other
154077-296106,Phone
642077-659075,Game
070405-323019,Tablet
593144-298097,Computer
270522-630070,Computer
751528-602104,Phone
765505-692104,Phone
513430-496011,TV
836383-385086,Phone
027523-399083,TV
928481-491062,Computer
789028-683026,Game
807045-197082,Computer
518266-280037,Computer
738313-450081,Other
600511-731079,Other
865339-650060,Computer
450099-617031,Computer
495256-484066,Phone
533220-372005,TV
978275-410074,Game
954062-388046,Other
794065-437063,Phone
187220-179087,Tablet
867071-625013,Phone
354248-467110,Other
141321-748056,Other
149228-157063,TV
864094-502050,Tablet
063255-219029,Computer
425215-119064,Tablet
474248-251078,Other
362296-114002,Game
891463-649094,Other
117190-501006,TV
366226-686096,TV
154552-285009,Other
670502-635031,Computer
994433-192086,Other
862324-369030,Computer
893444-759073,Game
435167-376088,Computer
824220-302075,Game
494074-373033,Other
733396-558014,Computer
557327-232054,Phone
490209-403070,Computer
689533-235021,Phone
682222-680001,Other
673251-761090,Other
890001-663066,TV
929265-261067,Phone
699362-522082,Computer
732427-755030,Other
262231-132033,Computer
124258-266068,Phone
496480-393107,Phone
314420-389001,Tablet
764462-301017,Phone
710051-124006,Phone
903321-299024,Phone
539171-672001,TV
324052-150093,TV
373170-735000,Phone
476324-497090,TV
354321-247045,Game
896180-761079,Game
220133-335077,Tablet
593371-616016,Tablet
311467-529000,Tablet
287151-580015,Computer
956167-121032,TV
673011-213100,Tablet
740016-639098,Other
962243-272030,TV
645112-710017,TV
823435-645082,Game
004493-434067,Other
137124-318031,TV
960162-712005,Other
855044-243080,TV
821537-113017,Game
466404-259037,Other
129152-766064,Phone
668510-570094,TV
604522-534081,Tablet
857511-520076,Phone
947475-179047,Other
464498-752059,Other
933521-218092,Game
748023-575110,Computer
179248-344052,Game
168298-676058,Phone
964348-151083,Tablet
145195-496092,Computer
456076-444041,Phone
614161-206038,Phone
208089-429038,Tablet
916200-138035,Tablet
673297-655074,Game
386550-522088,Phone
218137-326100,Computer
588449-567012,Other
036468-374090,Computer
881159-543108,Game
111277-295067,Tablet
234238-127087,TV
932101-651083,Computer
190418-258046,Game
348384-722099,Game
505060-191012,TV
789494-141048,Game
411094-179085,Tablet
507165-632040,Phone
875102-558052,Other
191495-474049,Computer
124541-402009,Phone
729531-131004,Computer
305384-254024,TV
852269-342029,Phone
224367-382095,TV
175205-642078,Tablet
240293-607060,TV
470358-352109,Tablet
011134-404076,Computer
598071-301032,Game
967133-440032,Computer
122481-200008,Game
607393-312035,Game
175126-630025,TV
396326-359040,Other
469263-498043,Phone
199182-457089,Tablet
081444-683091,Tablet
525008-462004,Tablet
952172-159016,Tablet
037195-702076,Computer
673401-198061,TV
285066-727045,Tablet
209494-351083,Game
052258-627039,Other
290550-425090,Computer
757203-218103,Computer
232540-374066,Tablet
825497-245101,Tablet
069502-192077,TV
695477-178020,Computer
203149-155110,Other
018506-315008,TV
724500-569007,Computer
623458-334054,Game
458464-475101,Computer
992093-557045,TV
787280-618105,Computer
736294-182081,Other
487154-710032,Tablet
874547-264000,Phone
942013-556035,Game
852155-682029,Other
397385-468009,Phone
815381-370091,Tablet
489294-317087,Other
191106-321043,Other
064295-624084,TV
579190-626017,Tablet
709325-461029,Computer
666471-159082,Computer
147213-691029,Tablet
859422-234024,Phone
705299-278092,Game
958515-719043,TV
797339-629068,Other
086339-353065,Phone
386289-176091,Game
246339-722047,Computer
876512-720066,TV
770383-731065,TV
363429-244078,Phone
297129-649022,TV
698406-259040,Tablet
704181-608000,TV
512347-182023,Phone
989176-654010,Computer
826279-114074,TV
086173-546098,Other
134353-194080,Phone
552097-392087,Computer
774222-455109,Tablet
605056-323070,TV
439342-435021,Tablet
174360-451079,TV
486030-123084,Game
894348-450001,Game
593417-425029,TV
103116-613082,TV
996005-434082,TV
583315-687095,Phone
909449-358024,Phone
104122-486053,TV
710182-225034,Tablet
333302-747065,Game
980244-597011,Game
853295-139047,Game
042117-440025,TV
642150-679062,TV
279289-767056,Tablet
238397-189072,Computer
564195-580022,Phone
568112-763035,TV
905264-302110,Tablet
561487-169063,Other
458222-580072,Phone
475428-740033,Other
605045-123059,Other
298215-728034,Tablet
435230-364058,Game
107537-301110,Other
316251-118067,TV
651385-655008,Phone
107487-719101,Phone
848147-247046,Tablet
076007-585010,TV
238385-648065,Phone
429282-230069,Other
387466-177001,TV
092194-573044,Other
280095-315059,Computer
857467-296072,Game
694550-210108,TV
365150-229010,Phone
019092-720034,Other
736195-483018,Other
042447-569061,Tablet
787181-560045,Game
313426-547048,Phone
566058-681008,Phone
296539-146066,Phone
886112-277004,Tablet
567366-585000,TV
590363-507110,Game
488378-630032,Tablet
115286-181066,TV
797044-442095,Game
206494-586074,Tablet
416146-234030,Game
096187-610103,Tablet
252346-276077,TV
838392-651067,Tablet
152355-159077,Phone
411122-446105,Game
677346-146021,Computer
437244-607005,Other
476436-737033,TV
724251-598000,Tablet
569250-283103,TV
729018-481058,TV
720236-712093,Tablet
098160-465066,TV
171217-437098,TV
491167-586107,TV
608070-467055,Tablet
917172-521106,Computer
160077-298078,Tablet
322130-417075,Other
286415-549054,Other
954061-301051,Computer
560541-255000,Computer
332122-597073,Tablet
689216-397018,Tablet
068432-265090,Other
584103-325032,Game
398273-246016,Computer
829156-286048,Other
249040-518018,Game
223235-348101,Tablet
931455-262057,Game
777413-695100,Phone
953096-535048,Phone
423183-557030,Other
324341-402051,Game
570093-505001,Tablet
529293-485075,Phone
780019-155018,Computer
904223-591070,Computer
146131-407079,Game
003197-374083,Phone
628418-635019,Computer
575320-776080,Computer
367442-687098,Phone
121236-326096,Computer
208234-474066,Computer
032012-271050,Other
916389-243086,Game
609015-774055,Game
468060-754052,Other
864188-177059,Game
176149-516104,TV
883447-664013,Tablet
544233-707076,Phone
575073-706084,Game
344200-755007,Phone
869090-483074,Phone
687109-187042,Tablet
771490-468109,Phone
711554-309038,TV
521307-748058,Other
123031-729085,Game
666155-166101,Game
920169-541049,Phone
102522-508083,Game
076505-337013,Game
137180-555102,Game
244269-126037,Phone
375177-611084,Phone
177221-462007,Phone
347495-767005,TV
027486-246030,Computer
841308-372002,Game
770003-184063,Game
903344-448107,TV
921465-659047,Computer
996546-666048,Tablet
478476-346033,Other
092233-262038,Tablet
606273-170051,Phone
043130-577070,Tablet
736384-385057,Tablet
687216-147084,Game
696218-576007,Phone
654514-201044,Game
448227-195009,TV
418052-192085,Other
817379-133082,Other
511417-579053,TV
328184-433012,Phone
434290-351103,Computer
296382-202035,Other
410015-550047,TV
128285-709049,TV
530047-147072,Other
185394-295103,Phone
984495-567024,Tablet
191084-263011,Computer
457219-312076,Other
110503-188055,Game
375523-267020,Phone
812311-483049,Other
256371-493000,TV
157367-753020,Other
133218-527083,TV
031355-281003,Other
634368-742086,Game
716357-284020,Other
675132-604083,Tablet
131251-388062,Game
114402-262076,Game
338452-187078,Tablet
502350-454063,Computer
138200-487051,Other
670195-643089,Computer
184517-668029,Other
647129-621090,Tablet
824522-276056,Phone
884394-590006,TV
998492-262049,TV
565372-755083,Tablet
163291-573109,Game
721326-204067,Tablet
410179-604039,Game
149295-600012,Other
428104-271001,Tablet
705499-497020,TV
538190-227048,Game
148290-556070,Computer
352164-744058,Phone
729498-661093,Phone
522136-220066,Tablet
734001-533103,Phone
817524-218048,Tablet
902142-182055,Game
730159-698014,Tablet
891354-565091,TV
674349-422073,Other
007129-426024,TV
447241-178022,Other
625464-137096,TV
650147-435055,Other
330098-360011,Tablet
888089-712083,Computer
724059-376065,Phone
712334-207036,Game
885509-529038,Game
880549-455039,Other
758414-374100,Other
265517-477051,TV
582190-246015,Tablet
470395-492077,Computer
756209-688018,Other
711107-376029,Game
330426-116074,Computer
535439-547066,Phone
592478-727098,TV
961517-581104,Other
035469-292086,Computer
593283-320057,TV
437185-522039,Game
485037-143059,Tablet
059217-733019,Other
991092-379021,Tablet
656137-505008,Phone
887059-462098,Game
913423-590103,Phone
780002-388105,Computer
084144-722075,Computer
426159-168107,Phone
201096-634037,Other
655373-219036,TV
636267-659010,Phone
034163-590036,Phone
287018-170087,Computer
300270-591085,Phone
727174-414050,Phone
371182-125041,Tablet
183438-175084,Other
133334-475105,TV
198534-575074,TV
960460-621074,Game
722195-570092,Tablet
448441-266103,Other
804329-330104,Computer
741317-583053,Computer
533549-653080,Computer
851447-727042,Tablet
619137-174097,Tablet
681360-503015,Computer
326424-121039,Tablet
764056-447096,Computer
855537-631098,TV
183030-365030,TV
864305-598018,TV
304039-137009,Phone
014423-532000,Other
548102-667108,Tablet
735194-528097,Tablet
404081-448049,Phone
939192-600021,Computer
052350-534042,Game
980266-561006,Game
679275-721032,Game
211232-285042,Computer
720038-218021,Phone
183440-201014,Other
787123-228092,Computer
750152-533089,Phone
857189-689018,Other
870010-245084,Game
688187-361011,Tablet
013452-473001,Other
164271-725031,TV
743047-561087,Phone
050216-379105,Tablet
941240-501042,Phone
664483-637087,Game
903072-720093,Computer
358474-310019,Phone
274468-591007,Tablet
006103-715072,Game
152182-492089,Game
063306-131062,Tablet
751293-190036,Game
949170-469034,Phone
371385-351109,Phone
577185-604017,Phone
069143-195098,Game
681503-302046,Computer
378395-136036,Other
218212-390015,Other
868082-178043,Computer
129484-587058,Phone
308285-311011,Tablet
258430-672038,Tablet
224544-183087,Other
076113-772098,Other
748356-287059,Other
751545-112003,Tablet
953230-586032,Tablet
169362-195103,TV
588174-767003,Other
708035-300097,Phone
538549-667045,Computer
742465-511049,Computer
614229-509096,Computer
699177-688083,Tablet
127490-724017,Other
797465-161108,Tablet
996125-436074,Computer
669276-513080,Other
019281-139050,Other
181377-265034,Other
352350-176080,Game
892357-459005,Game
565267-260074,Phone
072021-302031,Other
706468-711099,Tablet
913432-588036,Other
046206-158056,Other
631043-499105,Tablet
144375-542088,Tablet
775516-645106,Phone
764484-294094,Phone
126328-773051,Tablet
567026-152023,Computer
560214-380030,Tablet
139362-541040,TV
613392-161092,Other
843472-215059,Tablet
535097-312081,Phone
740502-386085,Other
373071-673075,TV
685542-274015,Tablet
621187-691044,Game
475179-654016,Game
074017-383092,Tablet
264007-229048,Phone
097277-373069,TV
092482-551020,Phone
626317-535102,Phone
683084-449075,Tablet
455044-580033,Tablet
328075-520000,Game
475227-619033,Tablet
743380-376025,Game
004131-596093,TV
578516-360097,Other
687126-188021,Phone
860437-580002,Tablet
016002-400020,Game
300369-289050,Tablet
379464-597099,Computer
701030-338064,Computer
316346-514090,Other
644503-678027,Other
847179-121097,Tablet
883425-474107,Computer
328089-357081,Tablet
472289-162068,Phone
278308-153034,Tablet
588125-418043,TV
148414-116027,Computer
574368-731042,Phone
989310-442026,Other
677393-256071,Other
221530-299067,Game
135262-215048,Tablet
775458-579061,Other
801448-587083,Phone
712365-399006,Phone
783344-328099,Phone
690436-180018,Game
524460-395098,Phone
835228-189048,Phone
267462-214035,Computer
055259-722088,TV
951090-337018,Phone
189043-566003,Other
355247-725065,TV
203325-444018,Tablet
589151-731008,Phone
898144-666007,TV
112051-604050,Other
908414-155023,TV
230290-702035,Game
158072-280019,Computer
129345-468093,Phone
851374-401061,Computer
132057-482109,Computer
900042-354096,Other
983306-379009,Phone
406346-624075,Computer
831376-577083,Game
199414-767074,Computer
082164-616083,Tablet
280278-517079,Game
554249-579015,Game
669213-118048,Computer
172437-382009,Computer
083218-403025,Phone
968185-148001,Other
268094-624039,Game
621220-161055,Phone
642270-492085,Game
366322-534076,TV
553535-691107,Phone
859513-359073,Phone
322360-201089,Game
894079-536040,Game
485333-324060,Phone
539494-414099,Other
510486-173001,Phone
212358-537082,Other
041010-688066,Phone
207138-603032,TV
495332-770084,Phone
409428-712047,Tablet
415366-662025,Phone
788543-607048,Game
909304-422087,Game
427122-534102,Game
157458-329055,Tablet
383226-178067,Tablet
967456-599004,Tablet
708191-150055,Game
161178-637072,TV
301069-197032,TV
564304-614084,Tablet
005122-250004,TV
048422-485062,TV
993087-725068,Computer
410533-756041,Computer
785273-680063,TV
519281-730015,TV
966162-532048,TV
210392-359091,TV
117002-465058,Phone
282167-513021,TV
670477-450020,TV
573172-284012,Game
863237-559028,Game
395260-758040,TV
805240-122106,Computer
355520-707049,Phone
383278-220075,Tablet
137496-719039,Computer
555394-255109,Tablet
321149-670022,TV
871267-627099,Game
178230-713039,Phone
316266-748014,Tablet
386203-562068,Tablet
346442-157006,Other
782252-233053,Other
148205-156078,TV
333350-297015,Phone
647072-455028,Game
823106-265064,Other
214026-633028,Other
241333-413022,Game
754471-550050,Other
