ua_id,user_agent,browser,browser_ver,device,device_os,device_osver,device_type,device_brand,device_model
324,Mozilla/5.0 (Linux; Android 7.0; SM-J730GM) AppleWebKit/537.36 (KHTML like Gecko) Chrome/87.0.4280.88 Mobile Safari/537.36,Chrome Mobile,87-0-4280,Samsung SM-J730GM,Android,7-0-None,Tablet,Samsung,SM-J730GM
325,Mozilla/5.0 (Linux; Android 9; SM-A105M Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 Instagram 169.1.0.29.135 Android (28/9; 280dpi; 720x1382; samsung; SM-A105M; a10; exynos7885; pt_BR; 262886987),Instagram,169-1-0,Samsung SM-A105M,Android,9-None-None,Tablet,Samsung,SM-A105M
326,Mozilla/5.0 (Linux; Android 10; SM-N981B Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/299.0.0.51.236;],Facebook,299-0-0,Samsung SM-N981B,Android,10-None-None,Tablet,Samsung,SM-N981B
327,Mozilla/5.0 (Linux; Android 10; Redmi Note 9S Build/QKQ1.191215.002; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 Instagram 169.1.0.29.135 Android (29/10; 440dpi; 1080x2168; Xiaomi/Redmi; Redmi Note 9S; curtana; qcom; pt_BR; 262886995),Instagram,169-1-0,XiaoMi Redmi Note 9S,Android,10-None-None,Tablet,XiaoMi,RedmiNote9S
328,Mozilla/5.0 (Linux; Android 9; moto g(6) play Build/PPPS29.55-35-18-7; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 Instagram 169.1.0.29.135 Android (28/9; 320dpi; 720x1344; motorola; moto g(6) play; aljeter; qcom; pt_BR; 262886987),Instagram,169-1-0,moto g(6) play,Android,9-None-None,Tablet,Generic_Android,motog(6)play
329,Mozilla/5.0 (Linux; Android 11; SM-G981B Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.38.8.23.arm64,Google,11-38-8,Samsung SM-G981B,Android,11-None-None,Tablet,Samsung,SM-G981B
330,Mozilla/5.0 (Linux; Android 7.1.1; SM-T355Y Build/NMF26X; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/74.0.3729.136 Safari/537.36 GSA/9.72.4.21.arm,Google,9-72-4,Samsung SM-T355Y,Android,7/1/01,Tablet,Samsung,SM-T355Y
331,Mozilla/5.0 (Linux; Android 8.1.0; Moto G (5) Build/OPP28.85-19-4-2; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 Instagram 169.1.0.29.135 Android (27/8.1.0; 540dpi; 1080x1758; motorola; Moto G (5); cedric; qcom; pt_BR; 262886988),Instagram,169-1-0,Moto G (5),Android,8/1/00,Tablet,Motorola,G(5)
332,Mozilla/5.0 (Linux; Android 8.1.0; PAR-LX9 Build/HUAWEIPAR-LX9; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/299.0.0.51.236;],Facebook,299-0-0,PAR-LX9,Android,8/1/00,Tablet,Huawei,PAR-LX9
333,Mozilla/5.0 (Linux; Android 7.0; VS501 Build/NRD90U) AppleWebKit/537.36 (KHTML like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36,Chrome Mobile,66-0-3359,VS501,Android,7-0-None,Tablet,Generic_Android,VS501
334,Mozilla/5.0 (Linux; Android 10; Infinix X655C Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36,Chrome Mobile WebView,87-0-4280,Infinix X655C,Android,10-None-None,Tablet,Infinix,X655C
335,Mozilla/5.0 (Linux; Android 10; RMX2185 Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/80.0.3987.99 Mobile Safari/537.36 Viber/14.3.5.7,Chrome Mobile WebView,80-0-3987,RMX2185,Android,10-None-None,Tablet,Generic_Android,RMX2185
336,Mozilla/5.0 (Linux; Android 10; SM-A105F Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36,Chrome Mobile WebView,87-0-4280,Samsung SM-A105F,Android,10-None-None,Tablet,Samsung,SM-A105F
337,Mozilla/5.0 (Linux; Android 10; RMX2185 Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.41.9.23.arm64,Google,11-41-9,RMX2185,Android,10-None-None,Tablet,Generic_Android,RMX2185
338,Mozilla/5.0 (Linux; Android 8.1.0; Moto G (5S) Build/OPPS28.65-37-7-11; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 EdgW/1.0,Chrome Mobile WebView,87-0-4280,Moto G (5S),Android,8/1/00,Tablet,Motorola,G(5S)
339,Mozilla/5.0 (Linux; Android 9; moto g(6) play Build/PPPS29.55-35-18-7; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 EdgW/1.0,Chrome Mobile WebView,87-0-4280,moto g(6) play,Android,9-None-None,Tablet,Generic_Android,motog(6)play
340,Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML like Gecko) Mobile/15E148 Instagram 169.0.0.21.133 (iPhone62; iOS 12_4_9; pt_BR; pt-BR; scale=2.00; 640x1136; 261791898),Instagram,169-0-0,iPhone,iOS,12/4/09,Phone,Apple,iPhone62
341,Mozilla/5.0 (Linux; Android 6.0.1; SM-N910C Build/MMB29K; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 Instagram 168.0.0.40.355 Android (23/6.0.1; 640dpi; 1440x2560; samsung; SM-N910C; trelte; universal5433; pt_BR; 261079764),Instagram,168-0-0,Samsung SM-N910C,Android,6-0-1,Tablet,Samsung,SM-N910C
342,Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML like Gecko) GSA/137.2.345735309 Mobile/17E262 Safari/604.1,Google,137-2-345735309,iPhone,iOS,13-4-1,Phone,Apple,iPhone
343,Mozilla/5.0 (Linux; Android 9; SM-G950W Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.41.10.23.arm64,Google,11-41-10,Samsung SM-G950W,Android,9-None-None,Tablet,Samsung,SM-G950W
344,Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML like Gecko) Mobile/15E148 Instagram 168.0.0.24.350 (iPhone93; iOS 13_6_1; pt_BR; pt-BR; scale=2.00; 750x1334; 260712851),Instagram,168-0-0,iPhone,iOS,13-6-1,Phone,Apple,iPhone93
345,Mozilla/5.0 (Linux; Android 10; SM-M315F Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/81.0.4044.138 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/297.0.0.36.116;],Facebook,297-0-0,Samsung SM-M315F,Android,10-None-None,Tablet,Samsung,SM-M315F
346,Mozilla/5.0 (Linux; Android 8.1.0; Moto G (5S) Build/OPPS28.65-37-7-4; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/86.0.4240.198 Mobile Safari/537.36 Instagram 168.0.0.40.355 Android (27/8.1.0; 480dpi; 1080x1776; motorola; Moto G (5S); montana; qcom; pt_BR; 261079762),Instagram,168-0-0,Moto G (5S),Android,8/1/00,Tablet,Motorola,G(5S)
347,Mozilla/5.0 (Linux; Android 9; moto g(6) plus Build/PPWS29.116-16-24; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/299.0.0.51.236;],Facebook,299-0-0,moto g(6) plus,Android,9-None-None,Tablet,Generic_Android,motog(6)plus
348,Mozilla/5.0 (Linux; Android 8.1.0; SM-P585Y) AppleWebKit/537.36 (KHTML like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36,Chrome Mobile,87-0-4280,Samsung SM-P585Y,Android,8/1/00,Tablet,Samsung,SM-P585Y
349,Mozilla/5.0 (Linux; Android 10; SM-A307GT Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 Instagram 169.1.0.29.135 Android (29/10; 280dpi; 720x1481; samsung; SM-A307GT; a30s; exynos7904; pt_BR; 262886993),Instagram,169-1-0,Samsung SM-A307GT,Android,10-None-None,Tablet,Samsung,SM-A307GT
350,Mozilla/5.0 (Linux; Android 9; SM-A105M Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.41.10.23.arm,Google,11-41-10,Samsung SM-A105M,Android,9-None-None,Tablet,Samsung,SM-A105M
351,Mozilla/5.0 (Linux; Android 10; RMX1901 Build/QKQ1.190918.001; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/83.0.4103.96 Mobile Safari/537.36 GSA/11.6.8.21.arm64,Google,11/6/08,RMX1901,Android,10-None-None,Tablet,Generic_Android,RMX1901
352,Mozilla/5.0 (Windows NT 6.1; rv:38.0) Gecko/20100101 Firefox/38.0 K-Meleon/4656,Firefox,38-0-None,Other,Windows,7-None-None,Computer,None,None
353,Mozilla/5.0 (Windows NT 6.1; rv:38.0) Gecko/20100101 Firefox/38.0 K-Meleon/BBB3,Firefox,38-0-None,Other,Windows,7-None-None,Computer,None,None
354,Mozilla/5.0 (Windows NT 6.1; rv:38.0) Gecko/20100101 Firefox/38.0 K-Meleon/5BF0,Firefox,38-0-None,Other,Windows,7-None-None,Computer,None,None
355,Mozilla/5.0 (Windows NT 6.1; rv:38.0) Gecko/20100101 Firefox/38.0 K-Meleon/DCCC,Firefox,38-0-None,Other,Windows,7-None-None,Computer,None,None
356,Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/84.0.4147.124 Safari/537.36,Chrome,84-0-4147,Other,Windows,8-None-None,Computer,None,None
357,Mozilla/5.0 (Linux; Android 5.1; Flare_Lite_DTV) AppleWebKit/537.36 (KHTML like Gecko) Chrome/88.0.4315.5 Mobile Safari/537.36,Chrome Mobile,88-0-4315,Flare_Lite_DTV,Android,5-1-None,Tablet,Generic_Android,Flare_Lite_DTV
358,Mozilla/5.0 (Linux; Android 8.1.0; Mi A2) AppleWebKit/537.36 (KHTML like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36,Chrome Mobile,87-0-4280,XiaoMi Mi A2,Android,8/1/00,Tablet,XiaoMi,MiA2
359,Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/84.0.4147.86 Safari/537.36,Chrome,84-0-4147,Other,Windows,8-1-None,Computer,None,None
360,Mozilla/5.0 (X11; U; Linux x86_64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/84.0.4147.82 Safari/537.36,Chrome,84-0-4147,Other,Linux,None-None-None,Computer,None,None
361,Mozilla/5.0 (Linux; Android 8.0.0; SM-A520F) AppleWebKit/537.36 (KHTML like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36gzip(gfe),Chrome Mobile,87-0-4280,Samsung SM-A520F,Android,8-0-0,Tablet,Samsung,SM-A520F
362,Mozilla/5.0 (Macintosh; arm64 Mac OS X 11.1; rv:87.0) Gecko/20100101 Firefox/87.0,Firefox,87-0-None,Mac,Mac OS X,11-1-None,Computer,Apple,Mac
363,Mozilla/5.0 (Linux; U; Android 4.2.2; en-US; HUAWEI G750-U10 Build/HuaweiG750-U10) AppleWebKit/534.30 (KHTML like Gecko) Version/4.0 UCBrowser/11.4.5.1005 U3/0.8.0 Mobile Safari/534.30,UC Browser,11/4/05,HUAWEI G750-U10,Android,4/2/02,Tablet,Huawei,G750-U10
364,Mozilla/5.0 (Linux; Android 10; 5002D Build/QKQ1.200623.002; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36,Chrome Mobile WebView,87-0-4280,5002D,Android,10-None-None,Tablet,Generic_Android,5002D
365,Mozilla/5.0 (Linux; Android 9; B110DL) AppleWebKit/537.36 (KHTML like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36,Chrome Mobile,87-0-4280,B110DL,Android,9-None-None,Tablet,Generic_Android,B110DL
366,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/87.0.4280.106 Safari/537.36,Chrome,87-0-4280,Other,Linux,None-None-None,Computer,None,None
367,Mozilla/5.0 (Linux; Android 7.0; SM-G920T Build/NRD90M; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36,Chrome Mobile WebView,87-0-4280,Samsung SM-G920T,Android,7-0-None,Tablet,Samsung,SM-G920T
368,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/86.0.4240.185 DuckDuckGo/5 Safari/537.36,Chrome Mobile WebView,86-0-4240,Other,Linux,None-None-None,Computer,None,None
369,Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML like Gecko) Chrome/49.0.2623.112 Safari/537.36 OPR/36.0.2128.0 OMI/4.8.0.129.Driver3.34 HbbTV/1.1.1 _TV_MT5802/018.005.007.001,Opera,36-0-2128,HbbTV,Linux,None-None-None,Computer,None,HbbTV
370,Mozilla/5.0 (Linux; Android 10; SM-J810F Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36,Chrome Mobile,80-0-3987,Samsung SM-J810F,Android,10-None-None,Tablet,Samsung,SM-J810F
371,Mozilla/5.0 (Linux; Android 10; SM-N960W) AppleWebKit/537.36 (KHTML like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.11.4.5118,Edge Mobile,45-11-4,Samsung SM-N960W,Android,10-None-None,Tablet,Samsung,SM-N960W
372,Mozilla/5.0 (Linux; U; Android 10; en-US; TECNO KD7 Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/78.0.3904.108 UCBrowser/13.3.0.1302 Mobile Safari/537.36,UC Browser,13-3-0,TECNO KD7,Android,10-None-None,Tablet,Tecno,KD7
373,Mozilla/5.0 (Linux; U; Android 4.4.2; zh-cn; Aqua 3G Pro; Android/4.4.2; Release/05.16.2015) AppleWebKit/534.30 (KHTML like Gecko) Version/4.0 Mobile Safari/534.30,Android,4/4/02,Aqua 3G Pro,Android,4/4/02,Tablet,Intex,Aqua3GPro
374,Mozilla/5.0 (iPhone; CPU iPhone OS 14_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML like Gecko) Mobile/15E148 LightSpeed [FBAN/MessengerLiteForiOS;FBAV/294.0.0.60.128;FBBV/262406393;FBDV/iPhone121;FBMD/iPhone;FBSN/iOS;FBSV/14.1;FBSS/2;FBCR/;FBID/phone;FBLC/ko;FBOP/0],Facebook,294-0-0,iPhone,iOS,14-1-None,Phone,Apple,iPhone121
375,Mozilla/5.0 (Linux; Android 9) AppleWebKit/537.36 (KHTML like Gecko) Chrome/83.0.4103.96 Mobile Safari/537.36,Chrome Mobile,83-0-4103,Generic Smartphone,Android,9-None-None,Tablet,Generic,Smartphone
376,Mozilla/5.0 (Linux; Android 10; MI A3) AppleWebKit/537.36 (KHTML like Gecko) Chrome/88.0.4324.51 Mobile Safari/537.36gzip(gfe)gzip(gfe) (Chrome Image Compression Service),Chrome Mobile,88-0-4324,XiaoMi MI A3,Android,10-None-None,Tablet,XiaoMi,MIA3
377,Mozilla/5.0 (Linux; U; Android 9; bg-bg; Redmi 6A Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/71.0.3578.141 Mobile Safari/537.36 XiaoMi/MiuiBrowser/11.9.3-g,MiuiBrowser,11/9/03,XiaoMi Redmi 6A,Android,9-None-None,Tablet,XiaoMi,Redmi6A
378,Mozilla/5.0 (Linux; Android 10; Nokia 7 plus) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/13.0 Chrome/83.0.4103.106 Mobile Safari/537.36,Samsung Internet,13-0-None,Nokia 7,Android,10-None-None,Tablet,Nokia,7
379,Mozilla/5.0 (Android 11; Linux x86_64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/91 Safari/537.36,Safari,None-None-None,Linux x86_64,Android,11-None-None,Tablet,Generic_Android_Tablet,Linuxx86_64
380,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML like Gecko) Chrome/64.0.3202.3 Safari/537.36,Chrome,64-0-3202,Mac,Mac OS X,10/9/00,Computer,Apple,Mac
381,Mozilla/5.0 (Linux; Android 8.1.0; Alcatel_5059R) AppleWebKit/537.36 (KHTML like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36,Chrome Mobile,87-0-4280,Alcatel_5059R,Android,8/1/00,Tablet,Generic_Android,Alcatel_5059R
382,Mozilla/5.0 (Android 11 x86_64; Linux x86_64; Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/91 Safari/537.36,Safari,None-None-None,Generic Smartphone,Android,11-None-None,Tablet,Generic,Smartphone
383,Mozilla/5.0 (Linux; U; Android 9; Redmi Note 8 Build/PKQ1.190616.001; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/80.0.3987.99 Mobile Safari/537.36 OPR/52.2.2254.54723,Opera Mobile,52-2-2254,XiaoMi Redmi Note 8,Android,9-None-None,Tablet,XiaoMi,RedmiNote8
384,Mozilla/5.0 (Linux; Android 10; POT-LX2J Build/HUAWEIPOT-LX2J; ja-jp) AppleWebKit/537.36 (KHTML like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36 Puffin/8.5.0.42207AP,Puffin,8/5/00,POT-LX2J,Android,10-None-None,Tablet,Huawei,POT-LX2J
385,Mozilla/5.0 (Linux; Android 11; V2025; wv) AppleWebKit/537.36 (KHTML like Gecko) Chrome/62.0.3202.84 Mobile Safari/537.36 VivoBrowser/6.3.6.1,Chrome Mobile WebView,62-0-3202,Generic Smartphone,Android,11-None-None,Tablet,Generic,Smartphone
386,Mozilla/5.0 (Linux; Android 10; motorola one fusion+) AppleWebKit/537.36 (KHTML like Gecko) Chrome/88.0.4324.38 Mobile Safari/537.36gzip(gfe)gzip(gfe) (Chrome Image Compression Service),Chrome Mobile,88-0-4324,motorola one fusion+,Android,10-None-None,Tablet,Generic_Android,motorolaonefusion+
387,Mozilla/5.0 (Linux; Android 10; SM-A705FN) AppleWebKit/537.36 (KHTML like Gecko) Chrome/88.0.4324.39 Mobile Safari/537.36gzip(gfe)gzip(gfe) (Chrome Image Compression Service),Chrome Mobile,88-0-4324,Samsung SM-A705FN,Android,10-None-None,Tablet,Samsung,SM-A705FN
388,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) itch/25.4.1 Chrome/85.0.4183.84 Electron/10.0.0 Safari/537.36 itch/25.4.1,Electron,10-0-0,Other,Windows,10-None-None,Computer,None,None
389,Mozilla/5.0 (Linux; U; Android 9; SM-G950F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36 OPR/52.2.2254.54723,Opera Mobile,52-2-2254,Samsung SM-G950F,Android,9-None-None,Tablet,Samsung,SM-G950F
390,Mozilla/5.0 (Linux; Android 11; vivo 2018) AppleWebKit/537.36 (KHTML like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36,Chrome Mobile,87-0-4280,vivo 2018,Android,11-None-None,Tablet,vivo,2018
391,Mozilla/5.0 (Linux; Android 10; MRX-W09) AppleWebKit/537.36 (KHTML like Gecko) Chrome/86.0.4240.198 Safari/537.36 OPR/61.2.3076.56749,Opera,61-2-3076,MRX-W09,Android,10-None-None,Tablet,Generic_Android_Tablet,MRX-W09
392,Mozilla/5.0 (Linux; Android 11; Redmi 4A) AppleWebKit/537.36 (KHTML like Gecko) Chrome/87.0.4280.86 Mobile Safari/537.36,Chrome Mobile,87-0-4280,XiaoMi Redmi 4A,Android,11-None-None,Tablet,XiaoMi,Redmi4A
393,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Win64; x64; Trident/4.0; SLCC2; Media Center PC 6.0; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E),IE,8-0-None,Other,Windows,7-None-None,Computer,None,None
394,Mozilla/5.0 (Linux; Android 6.0.1; Lenovo K33b36) AppleWebKit/537.36 (KHTML like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36,Chrome Mobile,87-0-4280,Lenovo K33b36,Android,6-0-1,Tablet,Lenovo,K33b36
395,Mozilla/5.0 (Linux; Android 10; Infinix X680D) AppleWebKit/537.36 (KHTML like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36,Chrome Mobile,87-0-4280,Infinix X680D,Android,10-None-None,Tablet,Infinix,X680D
396,Mozilla/5.0 (Linux; U; Android 10; en; MI 9 Build/QKQ1.190825.002) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/57.0.2987.108 UCBrowser/12.10.0.1163 UCTurbo/1.10.3.900 Mobile Safari/537.36,UC Browser,12/10/00,XiaoMi MI 9,Android,10-None-None,Tablet,XiaoMi,MI9
397,Mozilla/5.0 (Linux; Android 10; RMX2151 Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36,Chrome Mobile,87-0-4280,RMX2151,Android,10-None-None,Tablet,Generic_Android,RMX2151
398,Mozilla/5.0 (Linux; Android 10; LYA-L09) AppleWebKit/537.36 (KHTML like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749,Opera Mobile,61-2-3076,Huawei LYA-L09,Android,10-None-None,Tablet,Huawei,LYA-L09
399,Mozilla/5.0 (Linux; Android 10; LM-Q630) AppleWebKit/537.36 (KHTML like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36,Chrome Mobile,87-0-4280,LM-Q630,Android,10-None-None,Tablet,Generic_Android,LM-Q630
400,Mozilla/5.0 (Linux; Android 10; SM-M315F Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 OcIdWebView ({\x22os\x22:\x22Android\x22\x22osVersion\x22:\x2229\x22\x22app\x22:\x22com.google.android.gms\x22\x22appVersion\x22:\x22217\x22\x22style\x22:2\x22isDarkTheme\x22:true}),Chrome Mobile WebView,87-0-4280,Samsung SM-M315F,Android,10-None-None,Tablet,Samsung,SM-M315F
401,Mozilla/5.0 (Linux; Android 9; Q10) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/13.0 Chrome/83.0.4103.106 Mobile Safari/537.36,Samsung Internet,13-0-None,Q10,Android,9-None-None,Tablet,Generic_Android,Q10
402,Mozilla/5.0 (Linux; Android 7.1.2; SM-T805 Build/NJH47F) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/69.0.3497.109 Safari/537.36,Chrome Mobile WebView,69-0-3497,Samsung SM-T805,Android,7/1/02,Tablet,Samsung,SM-T805
403,Mozilla/5.0 (Linux; Android 10; Mi 9 SE Build/QKQ1.190828.002) AppleWebKit/537.36 (KHTML like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36 OPT/2.1,Chrome Mobile,87-0-4280,XiaoMi Mi 9 SE,Android,10-None-None,Tablet,XiaoMi,Mi9SE
404,Mozilla/5.0 (Linux; Android 8.0.0; SM-G950U Build/R16NW; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/83.0.4103.96 Mobile Safari/537.36 GSA/11.11.14.21.arm64,Google,11/11/14,Samsung SM-G950U,Android,8-0-0,Tablet,Samsung,SM-G950U
405,Mozilla/5.0 (Linux; Android 8.0.0; BND-L24) AppleWebKit/537.36 (KHTML like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36,Chrome Mobile,87-0-4280,Huawei BND-L24,Android,8-0-0,Tablet,Huawei,BND-L24
406,Mozilla/5.0 (Windows NT 6.1; rv:83.0 ) Gecko/20100101 Firefox/83.0 anonymized by Abelssoft 1887795940,Firefox,83-0-None,Other,Windows,7-None-None,Computer,None,None
407,Mozilla/5.0 (Linux; Android 8.1.0; ONEPLUS A5000) AppleWebKit/537.36 (KHTML like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36,Chrome Mobile,87-0-4280,OnePlus ONEPLUS A5000,Android,8/1/00,Tablet,OnePlus,ONEPLUSA5000
408,Mozilla/5.0 (Linux; Android 11; SM-J810F) AppleWebKit/537.36 (KHTML like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36,Chrome Mobile,87-0-4280,Samsung SM-J810F,Android,11-None-None,Tablet,Samsung,SM-J810F
409,Mozilla/5.0 (Linux; Android 7.0; fa-ir; TECNO WX3F LTE Build/NRD90M;) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36,Chrome Mobile WebView,55-0-2883,TECNO WX3F LTE,Android,7-0-None,Tablet,Tecno,WX3FLTE
410,Mozilla/5.0 (Linux; Android 7.0; fa-ir; TECNO WX3F LTE Build/NRD90M;) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36gzip(gfe),Chrome Mobile WebView,55-0-2883,TECNO WX3F LTE,Android,7-0-None,Tablet,Tecno,WX3FLTE
411,Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.283 (Edition beta),Opera,73-0-3856,Other,Windows,7-None-None,Computer,None,None
412,Mozilla/5.0 (Linux; Android 7.1.1; SM-J510MN Build/NMF26X; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 UOH/v1.6_250-android,Chrome Mobile WebView,87-0-4280,Samsung SM-J510MN,Android,7/1/01,Tablet,Samsung,SM-J510MN
413,Mozilla/5.0 (Linux; Android 8.1.0; CPH1803 Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 Line/10.21.5/IAB,LINE,10/21/05,CPH1803,Android,8/1/00,Tablet,Generic_Android,CPH1803
