item_id,item_desc,dept_id,dept_desc,catg_id,catg_desc,prodClass,prodBrand,item_price,item_cost,next_dept_id,next_catg_id,item_weight
0222-5611,Anauto Adjustable Fishing Rod ,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Anauto,14.99,6,8,13,6
0223-16a4,Anauto Washable Nursing Pad Nu,3,Baby,11,Feeding, Breastfeeding,Anauto,11.88,7.13,5,7,7
0224-d4b3,Anauto 170mm Bike Aluminum All,12,Sports and Outdoors,140,Bikes, Bike Components ,Anauto,10.89,4.36,8,13,4
0225-2c77,Anauto 5 Colors Bike Brake Lev,12,Sports and Outdoors,140,Bikes, Bike Components ,Anauto,6.28,1.88,8,13,2
0226-8a1e,Ancestral Roots Cacao Powder 8,8,Health,94,Superfoods and Cleanses, Superfoods ,Ancestral Roots,5.45,2.73,6,138,3
0228-0507,Ancient Nutrition KetoMULTI 18,8,Health,88,Protein and Fitness, Ancient Nutrition,Ancient Nutrition,39,23.4,6,106,23
0229-eff5,3 Pack - Andalou Naturals Refr,11,Personal Care,17,Bath and Body, Body Lotions and Creams,Andalou Naturals,25.33,12.67,8,17,13
0230-7bf2,2 Pack - Andalou Naturals Refr,11,Personal Care,17,Bath and Body, Body Lotions and Creams,Andalou Naturals,21.29,10.65,8,17,11
0231-47be,ANDALOU NATURALS 1000 Roses Sh,11,Personal Care,17,Bath and Body, Body Wash and Shower Gel,Andalou Naturals,14.78,5.91,8,17,6
0232-0fea,Men Invigorating Body Wash 8.5,11,Personal Care,17,Bath and Body, Body Wash and Shower Gel,Andalou Naturals,10.45,5.23,8,17,5
0234-8927,Anderson RockeTech Fastpitch S,12,Sports and Outdoors,144,Sports, Softball Gear and Equipment ,Anderson,227.65,91.06,8,19,91
0235-5ae4,Andis Blade Zero Gapper,11,Personal Care,137,Shaving, Electric Shavers,Andis,26.99,16.19,8,8,16
0236-0699,Angel Baby Cotton Toddler Pill,3,Baby,15,Toddlers Room, Toddlers Room Decor ,Angel Baby,7.95,2.39,5,12,2
0237-b7d4,Angeles Rest Organic Standard ,3,Baby,13,Nursery and Decor, Changing Pads and Covers ,Angeles,30.35,9.11,5,19,9
0240-bfd2,Aosom 2-in-1 Double Child Bike,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Anself,158.22,110.75,8,13,111
0241-d6d6,Mens 3mm Neoprene Full Body Di,12,Sports and Outdoors,142,Outdoor Sports, Water Sports ,Anself,81.55,57.09,8,4,57
0242-f877,GUB Bicycle MTB Road Bike Helm,12,Sports and Outdoors,144,Sports, Golf Equipment ,Anself,63.58,25.43,8,19,25
0243-db7d,IPL Permanent Hair Removal Sys,11,Personal Care,137,Shaving, Body Hair Removal,Anself,56.23,28.12,8,8,28
0244-0a61,Bicycle Handlebar Insulated Co,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Anself,54.28,32.57,8,13,33
0245-a626,Pro Warmer Wax 500cc SPA Hand ,11,Personal Care,137,Shaving, Body Hair Removal,Anself,29.85,17.91,8,8,18
0246-eaa2,Aluminum Alloy Principal Part ,12,Sports and Outdoors,140,Bikes, Bike Components ,Anself,29.73,11.89,8,13,12
0247-98a5,Outdoors Windshield Camping Co,12,Sports and Outdoors,140,Bikes, Bike Components ,Anself,29.72,8.92,8,13,9
0248-9f1f,Waterproof Sandbox Cover with ,12,Sports and Outdoors,143,Recreation, Game Room ,Anself,25.34,10.14,8,14,10
0249-b9de,Baby Nursery Ceiling Mobile De,3,Baby,13,Nursery and Decor, Baby Cribs ,Anself,24.77,12.39,5,19,12
0250-233c,T2 Smart Watch 1.3 inch Colorf,8,Health,78,Home Health Care, Exercise and Fitness Monitors,Anself,18.73,13.11,6,86,13
0251-7bfa,USB Electronic LED Mosquito Ki,10,Household Essentials,128,Pest Control, All Pest Control,Anself,14.29,5.72,8,149,6
0252-0f6e,Bike Bicycle Chainring Folding,12,Sports and Outdoors,140,Bikes, Bike Components ,Anself,13.8,4.14,8,13,4
0253-58e4,Multifunctional Wireless LCD B,12,Sports and Outdoors,140,Bikes, Bike Components ,Anself,13.68,5.47,8,13,5
0254-6d57,Digital IR Infrared Body Fever,8,Health,83,Medicine Cabinet, Thermometers ,Anself,13.1,5.24,6,88,5
0255-5234,PVC Bright Color Baby Inflatab,3,Baby,7,Baby Activities and Gear, Gyms and Playmats,Anself,12.99,3.9,5,23,4
0256-b66c,5L / 10L / 15L / 20L Outdoor W,10,Household Essentials,126,Light Bulbs, All Light Bulbs,Anself,12.62,5.05,8,124,5
0257-baaa,Digital Infrared Baby Children,8,Health,83,Medicine Cabinet, Thermometers ,Anself,12.31,3.69,6,88,4
0258-4be4,Anself Digital Mini IR Infrare,8,Health,83,Medicine Cabinet, Thermometers ,Anself,11.74,8.22,6,88,8
0259-617f,Professional Pure Badger Hair ,11,Personal Care,137,Shaving, Razors,Anself,11.52,5.76,8,8,6
0260-fe8d,Breathalyzer Alcohol Tester Di,8,Health,78,Home Health Care, Home Diagnostic Tests ,Anself,10.07,5.04,6,86,5
0261-a621,1m/0.8m 2 Sections Solid Fishi,8,Health,70,Ear Care, Ear Cleaners,Anself,9.97,5.98,6,57,6
0262-4c42,Outdoor Fishing Reflective Kay,8,Health,70,Ear Care, Ear Cleaners,Anself,9.9,4.95,6,57,5
0263-3ef3,Digital LCD Backlit Display Br,8,Health,78,Home Health Care, Home Diagnostic Tests ,Anself,9.6,3.84,6,86,4
0264-bd09,Mini Digital Breath Alcohol Te,8,Health,78,Home Health Care, Home Diagnostic Tests ,Anself,9.55,6.69,6,86,7
0265-0a88,Yellow LED Bug Light Bulb No B,10,Household Essentials,126,Light Bulbs, All Light Bulbs,Anself,9.55,3.82,8,124,4
0266-bb49,44mm Aluminum Folding Bike Hea,12,Sports and Outdoors,140,Bikes, Bike Components ,Anself,9.3,2.79,8,13,3
0267-3b54,4pcs Universal Kayak Canoe Raf,11,Personal Care,137,Shaving, Electric Shavers,Anself,8.98,4.49,8,8,4
0268-9afb,Aluminum Alloy Bike Brake Outd,12,Sports and Outdoors,140,Bikes, Bike Components ,Anself,8.63,4.32,8,13,4
0269-4cba,12W LED Light Bulb with Motion,10,Household Essentials,126,Light Bulbs, All Light Bulbs,Anself,7.52,5.26,8,124,5
0270-bb74,10Pcs Mini Portable UV LED Lig,4,Beauty,26,Here for Every Beauty, Mens Grooming,Anself,7.44,2.23,5,10,2
0271-b492,10pcs Slotted Round Deck Line ,4,Beauty,26,Here for Every Beauty, Mens Grooming,Anself,7.44,4.46,5,10,4
0272-7e8e,Outdoor Whistle Wild Duck Call,12,Sports and Outdoors,142,Outdoor Sports, Boats and Marine ,Anself,7.3,4.38,8,4,4
0273-51a1,Anti Theft Brake Disc Lock for,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Anself,7.02,4.91,8,13,5
0274-53f4,300 Sheet/Box Red Articulating,11,Personal Care,136,Oral Care, Teeth Whitening,Anself,6.99,4.89,8,22,5
0275-d97f,Handheld Backlight Digital Alc,8,Health,78,Home Health Care, Home Diagnostic Tests ,Anself,6.73,2.69,6,86,3
0276-1df4,54pcs Fine-quality Plastic PVC,1,Toys,154,Shop Toys by Price, Shop Toys by Price,Anself,6.46,3.88,5,22,4
0277-2857,Stainless Steel Digging Ear Sp,8,Health,70,Ear Care, Ear Cleaners,Anself,5.89,2.36,6,57,2
0278-dca4,Mini Electronic LED Mosquito K,10,Household Essentials,128,Pest Control, All Pest Control,Anself,5.88,1.76,8,149,2
0279-ea20,12PCS Corn Remover Wart Remove,8,Health,75,Foot Care, Corn and Callus Removers,Anself,5.74,2.87,6,40,3
0280-464c,1PCS/Lot Professional Cycling ,12,Sports and Outdoors,140,Bikes, Bike Components ,Anself,5.65,3.96,8,13,4
0281-7a14,2Pcs Inflatable Boat Kayak Air,8,Health,70,Ear Care, Ear Cleaners,Anself,5.63,2.82,6,57,3
0282-2b6d,5Pcs 1 1/8 3mm 5mm 10mm 15mm ,12,Sports and Outdoors,140,Bikes, Bike Components ,Anself,5.19,2.08,8,13,2
0283-89e5,Travel Size Anti-Monkey Butt B,11,Personal Care,17,Bath and Body, Body Powder,Anti Monkey Butt,6.37,2.55,8,17,3
0284-7a8a,(12 pack) Anywhere Ball Yellow,12,Sports and Outdoors,144,Sports, Softball Gear and Equipment ,Anywhere,34.95,10.49,8,19,10
0285-06cf,AP Products 020-128 Fresh Cab ,2,Auto and Tires,4,RV Parts and Accessories, RV Exterior Accessories,AP Products,38.93,23.36,6,2,23
0286-5231,Apiario silvestre green propol,8,Health,94,Superfoods and Cleanses, Superfoods ,Apirio Silvestre,19.99,6,6,138,6
0287-ed4c,Apollo Athletics KB-28 Kettleb,11,Personal Care,137,Shaving, Electric Shave Replacement Heads,Apollo Athletics,81.81,57.27,8,8,57
0288-4e06,Adjustable Exercise Bike with ,12,Sports and Outdoors,142,Outdoor Sports, Paddling ,Apontus,278.99,167.39,8,4,167
0289-cc3f,Exercise Bike Stationary Bicyc,12,Sports and Outdoors,142,Outdoor Sports, Paddling ,Apontus,250.99,125.5,8,4,126
0290-74a5,Air Blower Pump Fan 950 Watt 1,1,Toys,150,Outdoor Play, Bounce Houses ,Apontus,155.99,62.4,5,20,62
0291-7e5a,Resistance Adjustable Folding ,1,Toys,150,Outdoor Play, Bounce Houses ,Apontus,133.99,53.6,5,20,54
0292-d975,Outdoor Camp Portable Folding ,12,Sports and Outdoors,142,Outdoor Sports, Winter Sports ,Apontus,55.99,22.4,8,4,22
0293-ccef,35 Changing Table Top Dresser,3,Baby,13,Nursery and Decor, Changing Tables ,Apontus,22.99,13.79,5,19,14
0294-e919,Aqua-10332F Aqua Mix Concentra,10,Household Essentials,123,Cleaning Supplies, All-Purpose Cleaners,Aqua Mix,55,33,8,139,33
0295-a303,Aqua Sphere Womens Siena Swims,12,Sports and Outdoors,144,Sports, Referee and Scorekeeping,Aqua Sphere,31.99,9.6,8,19,10
0296-065a,Aqua Sphere Nazca Open Back La,12,Sports and Outdoors,144,Sports, Referee and Scorekeeping,Aqua Sphere,31.99,12.8,8,19,13
0297-d739,Aqua Sphere Mylene Ladies Open,12,Sports and Outdoors,144,Sports, Referee and Scorekeeping,Aqua Sphere,31.99,9.6,8,19,10
0298-c50a,Aqua Sphere Womens Koa Aqua-Ce,12,Sports and Outdoors,144,Sports, Referee and Scorekeeping,Aqua Sphere,31.99,19.19,8,19,19
0299-f239,Aqua Sphere Womens Ursula Swim,12,Sports and Outdoors,144,Sports, Referee and Scorekeeping,Aqua Sphere,27.99,11.2,8,19,11
0300-c316,Aqua Sphere Clarissa Ladies Sw,12,Sports and Outdoors,144,Sports, Referee and Scorekeeping,Aqua Sphere,27.86,8.36,8,19,8
0301-25da,Aqua Sphere Rusty Mens Square ,12,Sports and Outdoors,144,Sports, Referee and Scorekeeping,Aqua Sphere,24.99,10,8,19,10
0302-eb6b,Aquage 10440918 By Aquage Biom,4,Beauty,35,Premium Hair Care and Hair Tools, Premium Conditioners,Aquage,15.9,6.36,5,43,6
0303-4fdd,3 Pack - Healing Ointment Adva,8,Health,81,Lip Care, Aquaphor,Aquaphor,16.86,5.06,6,37,5
0304-d47c,Aquaphor Lip Repair 0.35 oz (P,8,Health,81,Lip Care, Aquaphor,Aquaphor,16.67,10,6,37,10
0305-2373,Labyrinth Playing Cards,1,Toys,154,Shop Toys by Price, Shop Toys by Price,Aquarius,9.25,5.55,5,22,6
0306-a173,Dolfin Aquashape Womens Solid ,11,Personal Care,17,Bath and Body, Loofahs Bath Sponges and Accessories,AQUASHAPE,45.57,31.9,8,17,32
0307-8f4f,Aquolina Pink Sugar Eau De Toi,4,Beauty,33,Premium Fragrance, Premium Perfume,Aquolina,16,6.4,5,27,6
0308-67f5,Aquolina Pink Sugar Women\s Ha,4,Beauty,33,Premium Fragrance, Premium Perfume,Aquolina,12.33,4.93,5,27,5
0309-1806,30 Round Winter Protective Abo,1,Toys,150,Outdoor Play, Swimming Pools and Spas ,Arctic Armor Bronze,124,74.4,5,20,74
0310-1367,ARD CHAMPS Weight Lifting Belt,12,Sports and Outdoors,141,Exercise and Fitness, Exercise and Fitness Accessories ,ARD CHAMPS,15.99,4.8,8,6,5
0311-7355,Surgi-Care Surgi-Wax Hair Remo,11,Personal Care,137,Shaving, Body Hair Removal,Ardell,8.09,3.24,8,8,3
0312-1b8e,Assure Platinum Blood Glucose ,8,Health,78,Home Health Care, Diabetic Supplies,Ark Ray,9.95,3.98,6,86,4
0313-735a,Arkray USA 500050 Assure Plati,8,Health,78,Home Health Care, Diabetic Supplies,Arkray USA,16.49,8.25,6,86,8
0314-bdfc,Arlen Ness 06-123 Soft-Touch S,12,Sports and Outdoors,140,Bikes, Bike Components ,Arlen Ness,36.23,14.49,8,13,14
0315-a41c,Aroma Treasures Aloe Vera Gel ,11,Personal Care,138,Sun Care, After-Sun Care,Aroma,24.6,12.3,8,5,12
0316-06d7,Arrowhead AKM6001 Voltage Regu,4,Beauty,26,Here for Every Beauty, Bath and Body ,Arrowhead,53.41,32.05,5,10,32
0318-9129,ARSUXEO Winter Warm Thermal Cy,12,Sports and Outdoors,140,Bikes, Bike Apparel and Footwear ,Arsuxeo,29.94,8.98,8,13,9
0319-ce2c,ARSUXEO Winter Warm Thermal Cy,12,Sports and Outdoors,140,Bikes, Bike Apparel and Footwear ,Arsuxeo,28.83,20.18,8,13,20
0322-b1f5,artisano designs starfish scen,11,Personal Care,17,Bath and Body, Bar Soap,artisano designs,8.5,3.4,8,17,3
0324-9b21,ArtNaturals Jojoba Oil Infused,11,Personal Care,17,Bath and Body, Natural Body wash,artnaturals,14.99,4.5,8,17,5
0325-218f,Art Naturals Organic Daily Arg,4,Beauty,25,Hair Care, Shampoo ,ArtNaturals,11.99,8.39,5,14,8
0326-9a22,ArtNaturals Arabica Coffee Scr,11,Personal Care,17,Bath and Body, Body Scrubs and Exfoliators,Artnaturals,9.97,5.98,8,17,6
0327-3170,As I Am Born Curly Sheacocoa B,11,Personal Care,17,Bath and Body, Body Lotions and Creams,As I Am,15.96,9.58,8,17,10
0328-30f7,Slim Cycle 2-in-1 Exercise Bik,11,Personal Care,17,Bath and Body, Body Lotions and Creams,As Seen on TV,199.88,119.93,8,17,120
0329-0f19,As Seen on TV Atomic Beam Tact,10,Household Essentials,120,As Seen On TV, As Seen on TV Hardware and Tools,As Seen on TV,37.84,22.7,8,139,23
0330-1d96,Rocket Copters - The Amazing S,3,Baby,13,Nursery and Decor, Baby Decor ,As Seen On TV,33.69,16.85,5,19,17
0332-ef83,Ashata New Hands-free Adjustab,3,Baby,11,Feeding, Plastic Baby Bottles,Ashata,18.46,7.38,5,7,7
0334-0321,3050 Ashworth Womens Performan,12,Sports and Outdoors,144,Sports, Golf Equipment ,Ashworth,22.73,6.82,8,19,7
0335-85ce,ASICS Mens Gel-Tactic 2 Volley,12,Sports and Outdoors,144,Sports, Volleyball ,ASICS,154,61.6,8,19,62
0336-ba4f,ASICS Mens Gel-Tactic 2 Volley,12,Sports and Outdoors,144,Sports, Volleyball ,ASICS,126,75.6,8,19,76
0337-31a9,ASICS Mens Base Burner-M Silve,12,Sports and Outdoors,144,Sports, Volleyball ,ASICS,32.59,19.55,8,19,20
0338-0835,Electric Pest Repellent by Asp,8,Home and Garden,101,Decor, Lighting and Light Fixtures ,Aspectek,15.99,11.19,6,139,11
0339-0d04,Mosquito Repellent Wristband M,10,Household Essentials,128,Pest Control, Insect and Pest Repellents,Aspectek,8.99,5.39,8,149,5
0340-352c,3 Pack Outdoor Weatherproof El,12,Sports and Outdoors,140,Bikes, Bike Accessories ,ASR Outdoor,9.99,4,8,13,4
0341-3978,6 2 Sided Knife Blade Sharpen,12,Sports and Outdoors,140,Bikes, Bike Accessories ,ASR Outdoor,8.99,4.5,8,13,5
0347-01da,Kirkland Signature Adult Multi,8,Health,95,Vitamins and Supplements, Multivitamins ,Assortit,12.99,3.9,6,102,4
0348-5c2f,Moltres and Zapdos and Articuno Ta,1,Toys,148,Games and Puzzles, Card Games,Assortmart,13.4,6.7,5,15,7
0349-b1e6,Nose Ear Face Hair Removal Too,11,Personal Care,137,Shaving, Trimmers and Groomers,ATB,9.43,2.83,8,8,3
0350-7e89,ATEC Low-Profile Protective R-,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,ATEC,151.28,60.51,8,19,61
0351-23d4,Women`s Lava Circle Tennis Sko,12,Sports and Outdoors,144,Sports, Tennis and Racquets ,ATHLETIC DNA,39.99,27.99,8,19,28
0352-266b,Boys` Racquet Mesh Yolk Tennis,12,Sports and Outdoors,144,Sports, Tennis and Racquets ,ATHLETIC DNA,24.99,17.49,8,19,17
0353-d2a3,Atkins Protein Wafer Crisps - ,8,Health,79,Keto Diet, Keto,Atkins,38.23,19.12,6,70,19
0354-ba55,Atkins Protein-Rich Meal Bar C,8,Health,79,Keto Diet, Keto Basics,Atkins,11.98,8.39,6,70,8
0355-c500,Hask Purifying Dry Shampoo Cha,4,Beauty,25,Hair Care, Between Washes,Atlas Ethnic,5.25,3.68,5,14,4
0356-e95b,ATN BinoX-HD 4-16x65mm Digital,4,Beauty,25,Hair Care, Between Washes,ATN,410.59,246.35,5,14,246
0357-95ee,Atom Supreme Viper Alloy Quad ,4,Beauty,25,Hair Care, Between Washes,Atom,299.95,89.99,5,14,90
0358-5cd3,Attends Bariatric Underwear 2X,11,Personal Care,134,Incontinence, Incontinence Underwear,Attends,70.74,21.22,8,4,21
0359-c460,Attends Care Heavy Absorbency ,11,Personal Care,134,Incontinence, Incontinence Underwear,Attends,13.25,9.28,8,4,9
0360-a315,Attwood LightArmor Bi-Color Na,12,Sports and Outdoors,142,Outdoor Sports, Boats and Marine ,Attwood,60.02,30.01,8,4,30
0361-0dcd,Attwood 9355D1 Softside UV-Res,12,Sports and Outdoors,142,Outdoor Sports, Water Sports ,Attwood,13.99,4.2,8,4,4
0362-b6ca,Aubio Cold Sore Treatment Gel ,8,Health,83,Medicine Cabinet, Skin Treatments,Aubio,23.96,11.98,6,88,12
0363-5ce8,Ear Wax Removal Candle -- 8 Pa,8,Home and Garden,101,Decor, Candles and Home Fragrance ,Auchen,8.99,2.7,6,139,3
0365-40cc,Wide Sports Bike Seat AUGIENB ,3,Baby,10,Diapering, Potty Training ,AUGIENB,15.99,6.4,5,1,6
0366-065a,Wide Sports Bike Seat AUGIENB ,3,Baby,10,Diapering, Potty Training ,AUGIENB,13.78,6.89,5,1,7
0367-f60f,Augusta GIRLS MYSTIC JERSEY CB,6,Clothing,48,Mens Clothing, Mens T-Shirts and Tank Tops ,Augusta,14.18,4.25,8,27,4
0368-b0d7,Augusta LDS JR FIT REPLICA FOO,6,Clothing,52,Womens Clothing, Womens Activewear ,Augusta,12.64,7.58,8,45,8
0369-b97f,Augusta YOUTH NOVA JERSEY WHI/,6,Clothing,46,Juniors, Juniors Activewear ,Augusta,11.12,3.34,8,35,3
0370-f9d0,Augusta Sportswear Womens ROVE,6,Clothing,52,Womens Clothing, Womens Activewear ,Augusta Sportswear,20.99,14.69,8,45,15
0371-f51e,Augusta SportswearWinning Stre,6,Clothing,48,Mens Clothing, Mens Activewear ,Augusta Sportswear,18.84,5.65,8,27,6
0372-decc,Augusta sportswear Mens Power ,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Augusta sportswear,17.24,10.34,8,19,10
0373-99ad,Augusta Sportswear Nitro Jerse,6,Clothing,48,Mens Clothing, Mens Activewear ,Augusta Sportswear,16.79,5.04,8,27,5
0374-6d54,Augusta Sportswear 1361 Practi,12,Sports and Outdoors,144,Sports, Softball Gear and Equipment ,Augusta Sportswear,15.58,9.35,8,19,9
0375-0961,MENS TRIPLE-DOUBLE GAME SHORT ,12,Sports and Outdoors,144,Sports, Soccer ,Augusta Sportswear,12.06,8.44,8,19,8
0376-db75,Augusta Sportswear Training Sh,12,Sports and Outdoors,144,Sports, Soccer ,Augusta Sportswear,10.27,6.16,8,19,6
0377-aac5,Augusta Sportswear Adult 3/4-S,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Augusta Sportswear,8.99,2.7,8,19,3
0378-02eb,Augusta Sportswear Adult 3/4-S,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Augusta Sportswear,8.93,5.36,8,19,5
0379-b9b5,Augusta Sportswear Wicking Two,6,Clothing,52,Womens Clothing, Womens Activewear ,Augusta Sportswear,7.87,3.15,8,45,3
0380-2507,Mens Baseball Jersey 420,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Augusta Sportswear,7.42,5.19,8,19,5
0381-e4f5,Hummingbird Natural Boomerang ,12,Sports and Outdoors,143,Recreation, Outdoor Games ,Australian,29.95,14.98,8,14,15
0382-c027,1 X 5X114.3 Wheel Spacer Adapt,12,Sports and Outdoors,140,Bikes, Bike Components ,Auto Express,29.68,8.9,8,13,9
0383-ab3f,Avalon Organics Biotin B-Compl,4,Beauty,26,Here for Every Beauty, Featured Shops ,Avalon Organics,11.86,4.74,5,10,5
0384-4104,Avanchy Stainless Steel Suctio,3,Baby,11,Feeding, Toddler Feeding,Avanchy Bamboo Baby Dishware,19.99,10,5,7,10
0385-8a12,Tulasara Radiant Oleation Oil ,4,Beauty,29,Premium Bath and Body, Premium Body Lotions,Aveda,45.98,27.59,5,39,28
0386-6329,Aveda Hand Relief Night Renewa,4,Beauty,29,Premium Bath and Body, Premium Hand Lotions and Foot Creams,Aveda,35.75,17.88,5,39,18
0387-6780,Smooth Infusion Naturally Stra,4,Beauty,34,Premium Hair Care, Premium Styling Products ,Aveda,23.12,16.18,5,42,16
0388-b1c9,Aveeno Positively Sensitive Sk,11,Personal Care,138,Sun Care, Sunscreen,Aveeno,194.45,58.34,8,5,58
0389-0b97,Aveeno Positively Mineral Sens,11,Personal Care,138,Sun Care, Sunscreen,Aveeno,154.01,92.41,8,5,92
0390-3bc0,AVEENO Baby Wash and Shampoo Lig,3,Baby,10,Diapering, Baby Care,Aveeno,46.42,13.93,5,1,14
0391-6ad3,Aveeno Skin Relief Gentle Scen,11,Personal Care,17,Bath and Body, Body Wash and Shower Gel,Aveeno,24.86,17.4,8,17,17
0392-c276,3 Pack Baby Aveeno Calming Com,11,Personal Care,17,Bath and Body, Body Wash and Shower Gel,Aveeno,22.4,11.2,8,17,11
0393-dee0,2 Pack - AVEENO Posittively Ra,11,Personal Care,17,Bath and Body, Body Wash and Shower Gel,Aveeno,20.04,14.03,8,17,14
0394-bd7a,Aveeno Baby Calming Comfort Ba,3,Baby,10,Diapering, Baby Skin Care and Grooming,Aveeno,13.99,5.6,5,1,6
0395-6345,Aveeno Stress Relief Body Wash,11,Personal Care,17,Bath and Body, Body Wash and Shower Gel,Aveeno,9.97,3.99,8,17,4
0396-f097,Aveeno Sheer Hydration Daily M,11,Personal Care,17,Bath and Body, Body Lotions and Creams,Aveeno,8.68,2.6,8,17,3
0397-081b,Aveeno Skin Relief Oat Body Wa,11,Personal Care,17,Bath and Body, Body Wash and Shower Gel,Aveeno,6.29,3.77,8,17,4
0398-5509,AVEENO Active Naturals Daily M,11,Personal Care,17,Bath and Body, Body Lotions and Creams,Aveeno,5.78,2.31,8,17,2
0399-c72e,Avena Moisturizing Milk Hand and,11,Personal Care,17,Bath and Body, Hand Lotions and Creams,AVENA,32.06,16.03,8,17,16
0400-716e,Philips AVENT Twin Pack Nipple,3,Baby,11,Feeding, Nipple Shields,avent,35.24,17.62,5,7,18
0401-5ee3,Philips Avent Soothie Pacifier,3,Baby,11,Feeding, Pacifiers and Teethers,Avent,12.73,7.64,5,7,8
0402-0eb6,Philips Avent Ultra Soft Pacif,3,Baby,11,Feeding, Pacifiers and Teethers,Avent,6.97,4.18,5,7,4
0403-5564,Avet EXW50/2S Lever Drag Conv.,3,Baby,11,Feeding, Pacifiers and Teethers,Avet,599.99,180,5,7,180
0406-a89a,Avon Skin So Soft Original Gel,4,Beauty,29,Premium Bath and Body, Premium Body Lotions,Avon,12.99,3.9,5,39,4
0407-9b0c,Axe EliteOne USA Baseball Bat ,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Axe,142.75,71.38,8,19,71
0408-5dee,AXE Natural Look Hair Cream Un,4,Beauty,16,Back to College Beauty, College Hair Essentials,Axe,6.49,1.95,5,11,2
0409-3f1e,Axe Bat 2020 Element Fastpitch,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Axe Bat,129.99,90.99,8,19,91
0410-db40,Aztec Secret Indian Healing Cl,4,Beauty,26,Here for Every Beauty, Featured Shops ,Aztec Secret,8.75,5.25,5,10,5
0411-2c41,Azul Little Boys Navy White De,12,Sports and Outdoors,142,Outdoor Sports, Paddling ,Azul Swimwear,39.99,12,8,4,12
0413-70c3,Chrome By Azzaro Deodorant Spr,4,Beauty,29,Premium Bath and Body, Premium Deodorants and Antiperspirants,Azzaro,17.99,5.4,5,39,5
0415-07d4,B-AIR Inflatable Advertisement,1,Toys,150,Outdoor Play, Bounce Houses ,B-AIR,159.99,48,5,20,48
0416-20d0,Alphabet Bean Bags Pack of 26,3,Baby,11,Feeding, Toddler Feeding,b4Adventure,54.03,21.61,5,7,22
